Video Filename,1,Activity Int,11,Activity Name,story_hear,Feedback,-1,Backbutton,Unknown
Time,State,Head Proximity,Head Orientation,Gaze Direction,Eye Aspect Ratio,Pupil Ratio,Lines,Picture Side
0.03357902503781915,temp,0.5196681056212705,0.1756499858097042,0.1016366075781753,0.012920546534689926,0.17388853797551707,0.29,0
0.0671580500756383,temp,0.5216046395499181,0.17219009206211572,0.1075174404457249,0.014292130174723468,0.17765174772707754,0.29,0
0.10073707511345743,temp,0.521610946971016,0.16618396725987988,0.11198660634200859,0.01605712257277749,0.1705185429212031,0.29,0
0.1343161001512766,temp,0.5164795833331652,0.1645902633144529,0.11236102527122116,0.020651827886563733,0.17897514065079834,0.29,0
0.16789512518909572,temp,0.519035432316523,0.16448041482182205,0.11901680553602503,0.015143546532148236,0.17879170131332417,0.29,0
0.20147415022691487,temp,0.5189514428152214,0.15931143887268465,0.12200409829181968,0.0180493437385401,0.18441254167205257,0.29,0
0.23505317526473402,temp,0.5189105317875135,0.156857907457786,0.12975746606650423,0.014844137477957112,0.1672359983825132,0.29,0
0.2686322003025532,temp,0.5219364520705562,0.16727639634976232,0.1506154042586614,0.013135994091738427,0.16777328628574073,0.29,0
0.3022112253403723,temp,0.5214457594036028,0.1670704442318215,0.15480633061990715,0.013198544785282162,0.17705660671425366,0.29,0
0.33579025037819143,temp,0.5278469285692586,0.19325647300356003,0.17455371666051686,0.017639760100363208,0.17295491671112662,0.29,0
0.3693692754160106,temp,0.5290193663751829,0.22158011361984997,0.19948934808655824,0.022215373226093793,0.17542406129036142,0.29,0
0.40294830045382973,temp,0.5298876295970685,0.2216319272527461,0.20359273071502332,0.01874671358705474,0.18863241778366668,0.29,0
0.4365273254916489,temp,0.530323099628896,0.22077471250380382,0.2077402223932573,0.021929219440289006,0.18180252719054213,0.29,0
0.47010635052946803,temp,0.529166117585017,0.237494699107649,0.21645553815968768,0.025219790078383243,0.18715347187507822,0.29,0
0.5036853755672872,temp,0.5297778496690854,0.24836390442959122,0.2267730142675711,0.018866610831887152,0.1843325294381091,0.29,0
0.5372644006051064,temp,0.5323031654987598,0.2625828339613162,0.23444615586526474,0.02000764559871232,0.17870603060981777,0.29,0
0.5708434256429255,temp,0.535841786351158,0.2944687225632424,0.26,0.020085568716244426,0.18197704328368386,0.29,0
0.6044224506807446,temp,0.5344606065932268,0.2978026891515431,0.25916982849089515,0.02475550123594026,0.18708038884845035,0.29,0
0.6380014757185638,temp,0.5357251347472881,0.29462577413552815,0.261725046566048,0.024120585437732836,0.18594813426091067,0.29,0
0.6715805007563829,temp,0.5380279639572649,0.3163372068946494,0.27731750756127893,0.02810637658318483,0.1819165003236073,0.29,0
0.705159525794202,temp,0.5369271458959772,0.31509055652136386,0.27663152387246104,0.02529956809826335,0.18618070496060704,0.29,0
0.7387385508320212,temp,0.5316370378369062,0.31302066611281254,0.2747544358149655,0.02207292717118059,0.18886590847672055,0.29,0
0.7723175758698404,temp,0.5349236020218214,0.29637814431988535,0.2701407040784487,0.025165401133095483,0.18159963625234726,0.29,0
0.8058966009076595,temp,0.5449471717515377,0.2796557123399518,0.2598961330993595,0.024597865742926422,0.18444235574940718,0.29,0
0.8394756259454786,temp,0.5477377200814273,0.2916672614687622,0.2669868910639622,0.019163841566549242,0.17415194197776357,0.29,0
0.8730546509832978,temp,0.5462944444161958,0.2933148500813871,0.2678824369009659,0.02208674955753883,0.1898637997738678,0.29,0
0.9066336760211169,temp,0.5459175761962606,0.29494772032498073,0.269675731203236,0.022332286709670426,0.18434561406134464,0.29,0
0.9402127010589361,temp,0.5444244667536535,0.29389825551656,0.26699250925821866,0.020545399748672283,0.17957115175301677,0.29,0
0.9737917260967552,temp,0.5457531676499917,0.29140283017456686,0.26519803920843754,0.023146564434972025,0.19006742977873764,0.29,0
1.0073707511345744,temp,0.5468312536788656,0.2776099137434545,0.25536248745655654,0.02208232874241807,0.1752235224938069,0.29,0
1.0409497761723936,temp,0.5494757592469389,0.2868821021597019,0.2652715589730644,0.025050451619632586,0.18362350458093415,0.29,0
1.0745288012102128,temp,0.5437020047783527,0.32281454019697126,0.2835348303119037,0.024429861846126964,0.19327309563344267,0.29,0
1.1081078262480317,temp,0.5416824254117906,0.32928108692952257,0.28148534597737057,0.02277913838067911,0.19391003957919936,0.29,0
1.141686851285851,temp,0.5370119272418444,0.3262889967556362,0.2768465278814239,0.026430096691041214,0.19244495585750632,0.29,0
1.17526587632367,temp,0.5396718354704089,0.33716339466952217,0.2833231370714365,0.026850676589724065,0.18212292028062432,0.29,0
1.2088449013614893,temp,0.5364846596129287,0.3471420368454514,0.2847174037532655,0.030526280982089753,0.18584447670665644,0.29,0
1.2424239263993084,temp,0.5327317711569304,0.3419181362661025,0.27910034037958464,0.02797584850071491,0.1870375954272428,0.29,0
1.2760029514371276,temp,0.5378530375483622,0.3660872822368024,0.29899163867907746,0.02549627125280437,0.1877680636663126,0.29,0
1.3095819764749468,temp,0.542440393038719,0.39076646783252333,0.3149174495006588,0.027998299132016055,0.18738578542096954,0.29,0
1.3431610015127657,temp,0.5412326948734713,0.3904727380622839,0.3135235238383238,0.030612627351534322,0.1822826694241645,0.29,0
1.376740026550585,temp,0.541192211695623,0.38954763018584543,0.31410189429546587,0.027575362810474742,0.19353661659742533,0.29,0
1.410319051588404,temp,0.538622743671301,0.4233065225846907,0.3318825093312391,0.02989794499642264,0.19035943483871656,0.29,0
1.4438980766262233,temp,0.5352235047155534,0.4476473040794537,0.3440537748666624,0.027413126961689696,0.18812689755368509,0.29,0
1.4774771016640424,temp,0.5343007018524306,0.45195669277937783,0.34731541860389675,0.026078376603832498,0.19514947423984796,0.29,0
1.5110561267018616,temp,0.5305461619878142,0.4613381535726663,0.3535265195144489,0.03215910879561124,0.19004583454349822,0.29,0
1.5446351517396808,temp,0.5269489728616994,0.4811069405205456,0.3623147802671042,0.03138864952890336,0.18840376294544564,0.29,0
