Video Filename,2,Activity Int,1,Activity Name,story_hear,Feedback,1,Backbutton,Unknown
Time,State,Head Proximity,Head Orientation,Gaze Direction,Eye Aspect Ratio,Pupil Ratio,Lines,Picture Side
0.03506824519648757,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.07013649039297513,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.1052047355894627,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.14027298078595027,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.17534122598243784,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.2104094711789254,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.24547771637541296,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.28054596157190054,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.3156142067683881,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.3506824519648757,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.38575069716136323,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.4208189423578508,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.4558871875543384,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.4909554327508259,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.5260236779473135,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.5610919231438011,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.5961601683402886,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.6312284135367762,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.6662966587332637,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.7013649039297514,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.7364331491262389,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.7715013943227265,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.806569639519214,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.8416378847157016,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.8767061299121892,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.9117743751086768,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.9468426203051643,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
0.9819108655016519,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.0169791106981394,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.052047355894627,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.0871156010911145,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.1221838462876021,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.1572520914840898,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.1923203366805772,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.227388581877065,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.2624568270735523,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.29752507227004,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.3325933174665274,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.367661562663015,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.4027298078595027,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.4377980530559902,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.4728662982524778,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.5079345434489653,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.543002788645453,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.5780710338419406,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.613139279038428,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.6482075242349157,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.6832757694314031,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.7183440146278908,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.7534122598243784,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.7884805050208659,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.8235487502173535,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.858616995413841,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.8936852406103286,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.9287534858068163,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.9638217310033037,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
1.9988899761997914,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
2.033958221396279,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
2.0690264665927662,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
2.104094711789254,temp,0.49482431204090777,0.5622974120959274,0.0,0.044020776091011,0.17625922578006015,0.29,0
